timestamp,text,sentiment,user,platform,hashtags,retweets,likes,country,year,month,day,hour
2023-01-26 17:40:00,quality time family weekend, Positive  , FamilyTime   , Facebook , #FamilyTime #Weekend                    ,22.0,45.0, UK        ,2023,1,26,17
2023-01-27 20:00:00,attending live music concert tonight, Positive  , MusicLover   , Instagram , #Music #ConcertNight                  ,18.0,35.0, USA ,2023,1,27,20
2023-01-27 12:30:00,practicing mindfulness meditation, Positive  , MindfulMoments, Twitter  , #Mindfulness #Meditation               ,15.0,30.0, India    ,2023,1,27,12
2023-01-27 16:10:00,trying new dessert recipe, Positive  , DessertExplorer, Facebook , #Dessert #Cooking                      ,12.0,25.0, Canada ,2023,1,27,16
2023-01-28 09:00:00,excited upcoming gaming tournament, Positive  , GamingEnthusiast, Instagram , #Gaming #Tournament                     ,30.0,60.0,USA,2023,1,28,9
2023-01-28 14:45:00,planning garden makeover spring, Positive  , GardenPlanner , Twitter  , #Gardening #Spring                     ,25.0,50.0, USA      ,2023,1,28,14
2023-01-28 19:30:00,celebrating friends birthday tonight , Positive  , BirthdayBash , Facebook , #Birthday #Celebration                  ,15.0,30.0, UK ,2023,1,28,19
2023-01-29 17:00:00,feeling accomplished productive day, Positive  , ProductivityWin, Instagram , #Accomplished #Success               ,22.0,45.0, India ,2023,1,29,17
2023-01-29 20:20:00,cozy evening good movie, Positive  , MovieNight   , Twitter  , #CozyNight #MovieTime                   ,18.0,35.0, Canada   ,2023,1,29,20
2023-01-30 11:30:00,exploring local art galleries weekend, Positive  , ArtExplorer  , Facebook , #Art #GalleryExplore                    ,15.0,30.0, USA      ,2023,1,30,11
2023-01-30 15:45:00,new book release favorite author, Positive  , BookwormX    , Instagram , #BookRelease #FavoriteAuthor           ,12.0,25.0, UK   ,2023,1,30,15
2023-01-30 18:30:00,attending virtual reality meetup, Positive  , VRMeetup     , Twitter  , #VRMeetup #VirtualReality               ,28.0,55.0, India    ,2023,1,30,18
2023-01-31 10:45:00,reflecting beauty nature, Positive  , NatureLover  , Facebook , #Nature #Reflection                     ,15.0,30.0, Australia ,2023,1,31,10
2023-01-31 19:00:00,cooking special dinner loved ones, Positive  , ChefAtHome   , Instagram , #Cooking #SpecialDinner                ,20.0,40.0, USA       ,2023,1,31,19
2023-01-31 16:20:00,feeling optimistic week ahead, Positive  , OptimisticMindset, Twitter  , #Optimism #NewWeek                     ,15.0,30.0, Canada   ,2023,1,31,16
2023-02-01 08:00:00,starting new fitness challenge tomorrow , Positive  , FitnessChallenge, Facebook , #FitnessChallenge #NewBeginnings       ,22.0,45.0, UK         ,2023,2,1,8
2023-02-01 13:30:00,sunday bike ride scenic trails, Positive  , BikeExplorer  , Instagram , #BikeRide #ScenicTrails                ,18.0,35.0, USA     ,2023,2,1,13
2023-02-11 09:30:00,cant believe injustice happening society, Anger        , SocialJustice   , Twitter  , #Injustice #Angry                            ,20.0,40.0, Canada     ,2023,2,11,9
2023-02-11 21:15:00,feeling sense fear watching thriller movie, Fear         , ThrillerFan     , Instagram , #Fear #ThrillerMovie                         ,15.0,30.0, USA          ,2023,2,11,21
2023-02-12 14:45:00,heartbroken hearing news natural disaster, Sadness      , EmpathyFirst    , Facebook , #Sadness #NaturalDisaster                    ,25.0,50.0, India      ,2023,2,12,14
2023-02-12 18:20:00,state worlds environment disgusting, Disgust      , EcoAwareness    , Twitter  , #Disgust #Environment                        ,18.0,35.0, UK         ,2023,2,12,18
2023-02-13 10:00:00,pure happiness celebrating loved ones achievement, Happiness    , ProudFriend     , Instagram , #Happiness #Celebration                   ,30.0,60.0, USA ,2023,2,13,10
2023-02-13 19:30:00,laughter best medicineenjoying comedy show, Joy          , ComedyFan       , Facebook , #Joy #ComedyShow                             ,22.0,45.0, Canada    ,2023,2,13,19
2023-02-14 08:30:00,sharing love positive vibes everyone , Love         , LoveSpreader    , Twitter  , #Love #SpreadLove                            ,15.0,30.0, Australia  ,2023,2,14,8
2023-02-14 14:20:00,amusing incident brightened day, Amusement    , AmusedSoul      , Instagram , #Amusement #FunTimes                         ,18.0,35.0, UK           ,2023,2,14,14
2023-02-14 19:45:00,enjoying quiet evening book tea, Enjoyment    , BookLoverAgain  , Facebook , #Enjoyment #BookTime                         ,25.0,50.0, Canada       ,2023,2,14,19
2023-02-15 11:30:00,admiring beauty nature peaceful hike, Admiration   , NatureAdmirer   , Twitter  , #Admiration #Nature                         ,20.0,40.0, USA       ,2023,2,15,11
2023-02-15 16:00:00,sending affectionate vibes followers, Affection    , AffectionSender , Instagram , #Affection #PositiveVibes                   ,15.0,30.0,USA,2023,2,15,16
2023-02-15 20:30:00,experiencing awe breathtaking sunset, Awe          , AweStruck       , Facebook , #Awe #Breathtaking                          ,22.0,45.0, Australia   ,2023,2,15,20
2023-02-16 09:00:00,disappointed service local restaurant, Disappointed , FoodieGoneWrong , Twitter  , #Disappointed #BadService                   ,18.0,35.0, India      ,2023,2,16,9
2023-02-16 14:45:00,surprise gift friend made day, Surprise     , HappySurprise   , Instagram , #Surprise #Gift                              ,25.0,50.0, USA          ,2023,2,16,14
2023-02-16 18:20:00,finding acceptance midst lifes challenges, Acceptance   , AcceptanceSeeker, Facebook , #Acceptance #Challenges                     ,15.0,30.0, Canada     ,2023,2,16,18
2023-02-17 10:45:00,overflowing adoration adorable pet , Adoration    , PetAdorer       , Twitter  , #Adoration #PetLove                         ,22.0,45.0, UK        ,2023,2,17,10
2023-02-17 07:30:00,anticipating thrilling adventure coming weeks, Anticipation , AdventureAwaits  , Instagram , #Anticipation #Adventure                    ,20.0,40.0,USA,2023,2,17,7
2023-02-17 15:00:00,bitter experience turned valuable lesson, Bitter       , LearnFromBitter , Facebook , #BitterLesson #Growth                      ,18.0,35.0, USA       ,2023,2,17,15
2023-02-18 09:30:00,finding calmness midst busy day, Calmness     , ZenMaster       , Twitter  , #Calmness #PeacefulMind                    ,15.0,30.0, India     ,2023,2,18,9
2023-02-18 14:20:00,confusion clouds mind navigate decisions, Confusion    , ConfusedMind    , Instagram , #Confusion #DecisionMaking                 ,25.0,50.0, UK   ,2023,2,18,14
2023-02-18 18:45:00,excitement building upcoming vacation, Excitement   , VacationDreamer , Facebook , #Excitement #TravelPlans                   ,22.0,45.0, Canada    ,2023,2,18,18
2023-02-19 11:30:00,kindness witnessed today restored faith humanity, Kind         , KindnessPrevails, Twitter  , #Kindness #Humanity                        ,20.0,40.0, USA       ,2023,2,19,11
2023-02-19 16:00:00,pride achieving personal milestone, Pride        , PersonalAchiever, Instagram , #Pride #Milestone                           ,30.0,60.0, Australia    ,2023,2,19,16
2023-02-19 19:45:00,moment shame standing injustice, Shame        , ReflectiveSelf  , Facebook , #Shame #Injustice                           ,15.0,30.0, India      ,2023,2,19,19
2023-02-20 09:30:00,fuming anger heated argument, Anger        , AngryDebater    , Twitter  , #Anger #Argument                             ,20.0,40.0, Canada     ,2023,2,20,9
2023-02-20 21:15:00,fear unknown keeping night, Fear         , FearfulDreamer  , Instagram , #Fear #Unknown                               ,15.0,30.0, USA          ,2023,2,20,21
2023-02-21 14:45:00,heartfelt sadness bidding farewell dear friend, Sadness      , FarewellHeart   , Facebook , #Sadness #Farewell                          ,25.0,50.0, India      ,2023,2,21,14
2023-02-21 18:20:00,state corruption society utterly disgusting, Disgust      , AntiCorruption  , Twitter  , #Disgust #Corruption                         ,18.0,35.0, UK         ,2023,2,21,18
2023-02-22 10:00:00,overflowing happiness welcoming new family member, Happiness    , NewParentJoy    , Instagram , #Happiness #NewFamilyMember                 ,30.0,60.0, UK           ,2023,2,22,10
2023-02-22 19:30:00,laughter key joyattending standup comedy show, Joy          , StandUpFan      , Facebook , #Joy #StandUpComedy                         ,22.0,45.0, Canada    ,2023,2,22,19
2023-02-23 08:30:00,sending love followers beautiful day , Love         , LoveSender      , Twitter  , #Love #SpreadLove                            ,15.0,30.0, Australia  ,2023,2,23,8
2023-02-23 14:20:00,amused antics petits pure amusement, Amusement    , PetAmuser       , Instagram , #Amusement #PetAntics                       ,18.0,35.0, UK           ,2023,2,23,14
2023-02-23 19:45:00,enjoying every moment trippure enjoyment, Enjoyment    , TravelExplorer  , Facebook , #Enjoyment #Travel                           ,25.0,50.0, USA ,2023,2,23,19
2023-02-24 11:30:00,admiring dedication volunteers local charity, Admiration   , CharityAdmirer  , Twitter  , #Admiration #Volunteers                     ,20.0,40.0, USA        ,2023,2,24,11
2023-02-24 16:00:00,sending affectionate vibes friends family, Affection    , FamilyLover     , Instagram , #Affection #FamilyLove                      ,15.0,30.0,USA,2023,2,24,16
2023-02-24 20:30:00,awestruck beauty night sky, Awe          , Stargazer       , Facebook , #Awe #StarryNight                        ,22.0,45.0, Australia ,2023,2,24,20
2023-02-25 09:00:00,disappointed lack progress personal project, Disappointed , ProjectStruggle , Twitter  , #Disappointed #Project                     ,18.0,35.0, India      ,2023,2,25,9
2023-02-25 14:45:00,surprise visit old friend brought tears joy, Surprise     , JoyfulReunion   , Instagram , #Surprise #OldFriends                       ,25.0,50.0, USA          ,2023,2,25,14
2023-02-25 18:20:00,embracing acceptance lifes ups downs, Acceptance   , LifeAcceptance  , Facebook , #Acceptance #LifeJourney                   ,15.0,30.0, Canada     ,2023,2,25,18
2023-02-26 10:45:00,overflowing adoration cute rescue puppy , Adoration    , PuppyAdmirer    , Twitter  , #Adoration #PuppyLove                       ,22.0,45.0, UK         ,2023,2,26,10
2023-02-26 07:30:00,anticipating release muchawaited movie, Anticipation , MovieBuff2      , Instagram , #Anticipation #MovieRelease                 ,20.0,40.0, Australia    ,2023,2,26,7
2023-02-26 15:00:00,bitter experience customer service department, Bitter       , CustomerWoes    , Facebook , #BitterExperience #CustomerService         ,18.0,35.0, USA       ,2023,2,26,15
2023-02-27 09:30:00,finding calmness amidst chaos daily life, Calmness     , CalmSoul        , Twitter  , #Calmness #InnerPeace                      ,15.0,30.0, India     ,2023,2,27,9
2023-02-27 14:20:00,confusion reigns try make sense recent events, Confusion    , ConfusedMind2   , Instagram , #Confusion #MakingSense                    ,25.0,50.0, UK   ,2023,2,27,14
2023-02-27 18:45:00,excitement building surprise birthday party, Excitement   , BirthdayExcite  , Facebook , #Excitement #SurpriseParty                 ,22.0,45.0, Canada ,2023,2,27,18
2023-02-28 11:30:00,witnessed act kindness made day, Kind         , KindnessObserver, Twitter  , #Kindness #ActsOfKindness                  ,20.0,40.0, USA       ,2023,2,28,11
2023-02-28 16:00:00,pride completing challenging fitness challenge, Pride        , FitAchiever     , Instagram , #Pride #FitnessChallengeCompleted          ,30.0,60.0, UK            ,2023,2,28,16
2023-02-28 19:45:00,moment shame speaking injustice, Shame        , ReflectiveSelf2 , Facebook , #Shame #Injustice                           ,15.0,30.0, India     ,2023,2,28,19
2023-03-01 10:45:00,reflecting beauty diversity world, Acceptance   , DiversityLover  , Twitter  , #Acceptance #Diversity                      ,22.0,45.0, Australia ,2023,3,1,10
2023-03-01 13:30:00,excitement quiet evening good book, Excitement   , BookwormJoy     , Instagram , #Excitement #BookTime                       ,18.0,35.0, USA          ,2023,3,1,13
2023-03-01 17:45:00,feeling bitter unfairness workplace, Bitter       , WorkplaceWoes   , Twitter  , #Bitter #Unfairness                         ,15.0,30.0, Canada    ,2023,3,1,17
2023-03-02 18:00:00,calmness prevails practice mindfulness, Calmness     , MindfulMe       , Facebook , #Calmness #Mindfulness                      ,15.0,30.0, UK        ,2023,3,2,18
2023-03-02 13:15:00,confusion surrounds navigate lifes choices, Confusion , ConfusedMind3   , Instagram , #Confusion #LifeChoices                     ,30.0,60.0, USA   ,2023,3,2,13
2023-03-02 16:45:00,excitement weekend road trip explore new places, Excitement , RoadTripper2    , Twitter  , #Excitement #WeekendAdventure               ,25.0,50.0, India     ,2023,3,2,16
2023-03-03 11:30:00,kindness witnessed today restores faith humanity, Kind         , KindnessPrevails2, Facebook , #Kindness #HumanityRestored                 ,22.0,45.0, USA       ,2023,3,3,11
2023-03-03 14:30:00,pride accomplishing personal professional goals, Pride        , GoalAchiever    , Instagram , #Pride #Accomplishments                     ,12.0,25.0, Canada ,2023,3,3,14
2023-03-03 12:00:00,shame true values difficult situation, Shame , ReflectiveSelf3 , Twitter  , #Shame #Integrity                           ,15.0,30.0, UK        ,2023,3,3,12
2010-05-15 15:30:00,revisiting old memories feeling sense elation, Elation       , NostalgiaFan    , Twitter  , #Elation #Memories                             ,20.0,40.0, Canada    ,2010,5,15,15
2021-08-10 21:15:00,victory team brought euphoria city, Euphoria      , SportsFanatic   , Instagram , #Euphoria #Victory                             ,15.0,30.0, USA      ,2021,8,10,21
2011-06-20 14:45:00,embracing beauty nature moment contentment, Contentment   , NatureLover2    , Facebook , #Contentment #Nature                           ,25.0,50.0, India       ,2011,6,20,14
2022-02-12 18:20:00,meditating serene lake finding inner peace, Serenity      , ZenMaster2      , Twitter  , #Serenity #Meditation                          ,18.0,35.0, UK          ,2022,2,12,18
2012-11-25 10:00:00,overflowing gratitude lifes blessings, Gratitude     , ThankfulHeart   , Instagram , #Gratitude #Blessed                            ,30.0,60.0, Australia   ,2012,11,25,10
2013-04-05 19:30:00,hopeful brighter tomorrow despite challenges, Hope          , OptimisticSoul  , Facebook , #Hope #Optimism                                ,22.0,45.0, USA      ,2013,4,5,19
2014-09-14 08:30:00,empowered make difference community, Empowerment   , CommunityLeader , Twitter  , #Empowerment #Community                        ,15.0,30.0, UK       ,2014,9,14,8
2015-07-18 14:20:00,compassion action supporting local charity event, Compassion    , CharitySupporter, Instagram , #Compassion #CharityEvent                   ,18.0,35.0, Canada ,2015,7,18,14
2016-02-23 19:45:00,moment tenderness connecting loved ones, Tenderness    , LovingHeart     , Facebook , #Tenderness #FamilyTime                       ,25.0,50.0, UK          ,2016,2,23,19
2017-10-30 11:30:00,arousal excitement await special announcement, Arousal       , ExcitementFan   , Twitter  , #Arousal #Excitement                           ,20.0,40.0, Australia ,2017,10,30,11
2018-06-15 16:00:00,enthusiastically diving new project, Enthusiasm    , ProjectEnthusiast, Instagram , #Enthusiasm #NewProject                       ,15.0,30.0, USA  ,2018,6,15,16
2019-03-28 18:20:00,feeling sense fulfillment reaching milestone, Fulfillment  , MilestoneAchiever, Facebook , #Fulfillment #Milestone                       ,22.0,45.0, India     ,2019,3,28,18
2019-11-11 15:00:00,reverence beauty historic landmark, Reverence     , HistoryLover    , Twitter  , #Reverence #History                           ,18.0,35.0, UK      ,2019,11,11,15
2020-04-02 09:30:00,elation surprise reunion old friends, Elation       , JoyfulReunion2  , Instagram , #Elation #OldFriends                          ,25.0,50.0, Canada      ,2020,4,2,9
2021-06-19 14:45:00,euphoria live music concert stars, Euphoria      , MusicEnthusiast , Facebook , #Euphoria #LiveMusic                          ,15.0,30.0, USA ,2021,6,19,14
2010-08-15 10:00:00,contentment simplicity quiet sunday, Contentment   , SimpleJoys      , Twitter  , #Contentment #SundayMood                      ,30.0,60.0, Australia ,2010,8,15,10
2011-09-22 19:30:00,serenity found pages favorite book, Serenity      , BookLover3      , Instagram , #Serenity #BookTime                           ,22.0,45.0, UK          ,2011,9,22,19
2012-03-10 08:30:00,gratitude support received tough times, Gratitude     , SupportiveFriend, Facebook , #Gratitude #Supportive                        ,15.0,30.0, India     ,2012,3,10,8
2013-12-05 16:00:00,hopeful possibilities new journey, Hope          , JourneyOptimist , Twitter  , #Hope #NewBeginnings                          ,18.0,35.0, Canada    ,2013,12,5,16
2014-07-20 11:30:00,empowerment learning personal growth, Empowerment   , GrowthSeeker    , Instagram , #Empowerment #PersonalGrowth                  ,25.0,50.0,USA,2014,7,20,11
2015-12-22 14:20:00,compassion towards need holidays, Compassion    , HolidayHelper   , Facebook , #Compassion #HolidaySupport                   ,18.0,35.0, USA      ,2015,12,22,14
2016-02-10 19:45:00,tenderness warmth cozy winter evening, Tenderness    , WinterWarmth    , Twitter  , #Tenderness #CozyEvening                     ,25.0,50.0, UK       ,2016,2,10,19
2017-04-30 11:30:00,arousal excitement upcoming adventure, Arousal       , AdventureAwaits , Instagram , #Arousal #AdventureTime                       ,20.0,40.0, Australia ,2017,4,30,11
2018-09-15 16:00:00,enthusiasm creative project making, Enthusiasm    , CreativeSpirit  , Facebook , #Enthusiasm #Creativity                       ,15.0,30.0, Canada    ,2018,9,15,16
2019-06-28 18:20:00,fulfillment completing challenging workout routine, Fulfillment  , FitnessAchiever , Twitter  , #Fulfillment #FitnessGoals                   ,22.0,45.0, India     ,2019,6,28,18
2020-11-11 15:00:00,reverence artistry displayed museum, Reverence     , ArtAppreciator  , Instagram , #Reverence #ArtAppreciation                  ,18.0,35.0, UK        ,2020,11,11,15
2021-03-02 09:30:00,elation achieving personal goal, Elation       , GoalAchiever2   , Facebook , #Elation #PersonalAchievement                ,25.0,50.0, USA      ,2021,3,2,9
2012-02-18 14:30:00,elation discovering hidden gem city, Elation       , UrbanExplorer2  , Twitter  , #Elation #HiddenGem                            ,20.0,40.0, USA      ,2012,2,18,14
2018-11-05 21:45:00,euphoria surprise birthday celebration, Euphoria      , BirthdayJoy     , Instagram , #Euphoria #BirthdaySurprise                   ,15.0,30.0, UK   ,2018,11,5,21
2015-09-12 13:20:00,contentment simplicity homecooked meal, Contentment   , HomeChef        , Facebook , #Contentment #HomeCooking                     ,25.0,50.0, India    ,2015,9,12,13
2016-07-30 18:10:00,serenity found melody peaceful piano, Serenity      , MusicLover4     , Twitter  , #Serenity #PeacefulMelody                    ,18.0,35.0, Canada      ,2016,7,30,18
2013-04-20 10:30:00,gratitude supportive community around me, Gratitude     , CommunityLove   , Instagram , #Gratitude #CommunitySupport                   ,30.0,60.0, USA ,2013,4,20,10
2017-12-08 19:15:00,hopeful prospects new business venture, Hope          , EntrepreneurHope, Facebook , #Hope #BusinessVenture                        ,22.0,45.0, Canada    ,2017,12,8,19
2014-06-03 08:20:00,empowerment mentoring guiding others, Empowerment   , MentorEmpower   , Twitter  , #Empowerment #Mentorship                      ,15.0,30.0, UK       ,2014,6,3,8
2019-01-15 14:50:00,compassion shown acts kindness community, Compassion, KindnessInAction, Instagram , #Compassion #CommunityKindness               ,18.0,35.0, Australia ,2019,1,15,14
2016-12-25 19:30:00,tenderness heartfelt message loved one, Tenderness    , LoveExpress     , Facebook , #Tenderness #LoveNote                         ,25.0,50.0, UK          ,2016,12,25,19
2018-03-10 09:45:00,arousal excitement muchawaited trip, Arousal       , TravelExcitement, Twitter  , #Arousal #TravelAdventure                     ,20.0,40.0, India    ,2018,3,10,9
2020-09-17 16:30:00,enthusiasm new artistic project works, Enthusiasm    , ArtisticSpirit  , Instagram , #Enthusiasm #ArtisticProject                 ,15.0,30.0, USA       ,2020,9,17,16
2011-08-28 18:45:00,feeling sense fulfillment helping others, Fulfillment   , HelperHeart     , Facebook , #Fulfillment #HelpingOthers                  ,22.0,45.0, Canada    ,2011,8,28,18
2017-11-01 15:30:00,reverence historical significance landmark, Reverence , HistoryBuff     , Twitter  , #Reverence #HistoricalSite                   ,18.0,35.0, Australia ,2017,11,1,15
2019-06-15 10:00:00,elation achieving fitness milestone, Elation       , FitnessAchiever2, Instagram , #Elation #FitnessMilestone                   ,25.0,50.0, UK           ,2019,6,15,10
2022-04-03 11:45:00,euphoria successful product launch, Euphoria      , ProductLaunchJoy, Facebook , #Euphoria #ProductLaunchSuccess              ,15.0,30.0, USA       ,2022,4,3,11
2010-11-12 20:20:00,contentment embrace loved one, Contentment   , LovingEmbrace   , Twitter  , #Contentment #Love                             ,30.0,60.0, India    ,2010,11,12,20
2011-07-22 18:30:00,serenity found beauty sunset sea, Serenity      , SunsetWatcher2  , Instagram , #Serenity #SunsetViews                       ,22.0,45.0, Canada     ,2011,7,22,18
2012-03-30 11:20:00,gratitude small joys day brings, Gratitude     , JoyfulHeart2    , Facebook , #Gratitude #SmallJoys                        ,15.0,30.0, Australia   ,2012,3,30,11
2013-10-05 16:40:00,hopeful potential personal growth, Hope          , GrowthOptimist  , Twitter  , #Hope #PersonalDevelopment                    ,18.0,35.0, UK       ,2013,10,5,16
2014-07-10 13:15:00,empowerment learning new skill, Empowerment   , SkillEmpower    , Instagram , #Empowerment #SkillBuilding                   ,25.0,50.0, India   ,2014,7,10,13
2015-12-18 14:20:00,compassion volunteering local charity, Compassion    , CharityVolunteer, Facebook , #Compassion #VolunteerWork                   ,18.0,35.0, USA      ,2015,12,18,14
2016-02-10 19:45:00,tenderness quiet moment shared pet, Tenderness    , PetLove         , Twitter  , #Tenderness #PetLove                          ,25.0,50.0, Canada   ,2016,2,10,19
2017-09-25 11:30:00,arousal excitement upcoming festival, Arousal       , FestivalFan     , Instagram , #Arousal #FestivalExcitement               ,20.0,40.0, UK ,2017,9,25,11
2018-04-15 16:00:00,enthusiasm diy home improvement project, Enthusiasm    , DIYEnthusiast   , Facebook , #Enthusiasm #HomeImprovement                 ,15.0,30.0, Australia   ,2018,4,15,16
2019-11-28 18:20:00,fulfillment completing challenging puzzle, Fulfillment   , PuzzleMaster    , Twitter  , #Fulfillment #PuzzleChallenge                ,22.0,45.0, India    ,2019,11,28,18
2020-05-11 15:00:00,reverence wonders nature hiking trail, Reverence , NatureAdmirer   , Instagram , #Reverence #NatureExploration                ,18.0,35.0, USA        ,2020,5,11,15
2021-02-05 09:30:00,elation surprise reunion childhood friend, Elation   , ChildhoodJoy    , Facebook , #Elation #FriendshipReunion                  ,25.0,50.0, Canada      ,2021,2,5,9
2021-03-10 08:30:00,suffering despair another setback, Despair         , StrugglingSoul    , Twitter  , #Despair #Struggle                              ,5.0,10.0, USA          ,2021,3,10,8
2022-07-05 15:45:00,overwhelmed grief missing loved one dearly, Grief           , MourningHeart     , Instagram , #Grief #Loss                                   ,8.0,15.0, Canada          ,2022,7,5,15
2019-11-18 21:20:00,loneliness creeps night grows colder, Loneliness      , SolitarySoul      , Facebook , #Loneliness #Isolation                         ,10.0,20.0, UK           ,2019,11,18,21
2020-08-12 11:30:00,jealousy consumes witness others success, Jealousy        , EnviousObserver   , Twitter  , #Jealousy #Envy                               ,12.0,25.0, India        ,2020,8,12,11
2018-05-22 14:45:00,resentment building past betrayals, Resentment      , BitterHeart       , Instagram , #Resentment #Bitterness                       ,7.0,15.0, Australia     ,2018,5,22,14
2017-01-30 16:10:00,frustration mounts obstacles block path, Frustration     , BlockedGoals      , Facebook , #Frustration #Obstacles                       ,10.0,20.0, USA          ,2017,1,30,16
